Sr,Bat,CSA,GWO,WOA,HHO,PSO
25,0.016185112297534900,0.01615208750590680,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.01695860899053510
26,0.016185112297534900,0.016110724990721800,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.01694577862508600
27,0.016185112297534900,0.016107889579143400,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.016934750135988000
28,0.016185112297534900,0.01603092475561430,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.016925248550251100
29,0.016185112297534900,0.015950753830838900,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.016917050816118700
30,0.016185112297534900,0.01591454978333790,0.015660611330531500,0.0155400076717138,0.01587599329650400,0.016913268715143200
31,0.016185112297534900,0.015885786223225300,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016906692180782600
32,0.016185112297534900,0.01587049779482190,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01690099691040810
33,0.016185112297534900,0.015802483877632800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016896056476980400
34,0.016185112297534900,0.015781938540749300,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016891767969355000
35,0.016185112297534900,0.01575944304931910,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01688977936282750
36,0.016185112297534900,0.01566769601777200,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016886311350390300
37,0.016185112297534900,0.0156232726178132,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016883290838450200
38,0.016185112297534900,0.015618327923584700,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016880661016330100
39,0.016185112297534900,0.015577706531621500,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01687836949713530
40,0.016185112297534900,0.015567075670696800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016877305693924400
41,0.016185112297534900,0.015567075670696800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01687544072046880
42,0.016176613979041600,0.015561951673589600,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016873815562576100
43,0.016176613979041600,0.015559263760224000,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016872395994141700
44,0.016176613979041600,0.015559123433195100,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016871155239641700
45,0.016176613979041600,0.015554121299646800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016870577819645400
46,0.016176613979041600,0.015544492600020000,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686956756748260
47,0.016176613979041600,0.01551242385758090,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686868304386740
48,0.016176613979041600,0.015467379917390600,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686790958046910
49,0.016176613979041600,0.015447661792859400,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686723344028000
50,0.016176613979041600,0.015424420218914700,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686691935174170
51,0.016176613979041600,0.015415038797073100,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016866367775946900
52,0.016176613979041600,0.015410894656088200,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016865883953869300
53,0.016176613979041600,0.015409847034607100,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686546066775920
54,0.016176613979041600,0.015404384874273100,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016865091398358300
55,0.016176613979041600,0.015402597852516900,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686491910368200
56,0.016176613979041600,0.015397746080998300,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686461572535340
57,0.016176613979041600,0.01539048773702230,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016864352161064700
58,0.016176613979041600,0.015384806203655900,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016864119796082400
59,0.016176613979041600,0.01537950661731880,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863916534930500
60,0.016176613979041600,0.015379506407771300,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686382247135040
61,0.016176613979041600,0.015377996489405600,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863656928762800
62,0.016176613979041600,0.015375905367545800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863511642441200
63,0.016176613979041600,0.015375873737502800,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863382421433900
64,0.016176613979041600,0.01526398580065,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.01686327182687820
65,0.016176613979041600,0.01526398580065,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863220371305900
66,0.016176613979041600,0.01526398580065,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863128868863000
67,0.016176613979041600,0.01526398580065,0.015660474309697700,0.0155400076717138,0.01587599329650400,0.016863049939274800
68,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.016862978925928500
69,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.01686291815713050
70,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.01686288951896130
71,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.016862839460372900
72,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.01686279522255060
73,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.016862756805494400
74,0.016176613979041600,0.01526398580065,0.015660471166484100,0.0155400076717138,0.01587599329650400,0.016862723510712400
75,0.016176613979041600,0.01526398580065,0.015660469071008300,0.0155400076717138,0.01587599329650400,0.01686270791105930
76,0.016176613979041600,0.01526398580065,0.015660469071008300,0.0155400076717138,0.01587599329650400,0.01686269394122060
77,0.016176613979041600,0.01526398580065,0.015660469071008300,0.0155400076717138,0.01587599329650400,0.016862681368365900
78,0.016176613979041600,0.01526398580065,0.015660469071008300,0.0155400076717138,0.01587599329650400,0.01686267019249500
79,0.016176613979041600,0.01526398580065,0.015660468372516300,0.0155400076717138,0.01587599329650400,0.01686265878379350
80,0.016176613979041600,0.01526398580065,0.01566046488005670,0.0155400076717138,0.01587599329650400,0.016862653195858
